Telugu,Tamil,Tamil_tokens,Telugu_tokens,Tamil_POS,Telugu_POS,Tamil_NER,Telugu_NER
ఒకే మేము అన్ని చనిపోయే వెళుతున్నారు,அனைத்து அதே நாம் அனைவரும் இறக்க போகிறீர்கள்,"['அனைத்து', 'அதே', 'நாம்', 'அனைவரும்', 'இறக்க', 'போகிறீர்கள்']","['ఒకే', 'మేము', 'అన్ని', 'చనిపోయే', 'వెళుతున్నారు']","[('அனைத்து', 'NOUN'), ('அதே', 'NOUN'), ('நாம்', 'NOUN'), ('அனைவரும்', 'NOUN'), ('இறக்க', 'NOUN'), ('போகிறீர்கள்', 'NOUN')]","[('ఒకే', 'NOUN'), ('మేము', 'NOUN'), ('అన్ని', 'NOUN'), ('చనిపోయే', 'NOUN'), ('వెళుతున్నారు', 'NOUN')]","[('அனைத்து', 'O'), ('அதே', 'O'), ('நாம்', 'O'), ('அனைவரும்', 'O'), ('இறக்க', 'O'), ('போகிறீர்கள்', 'O')]","[('ఒకే', 'O'), ('మేము', 'O'), ('అన్ని', 'O'), ('చనిపోయే', 'O'), ('వెళుతున్నారు', 'O')]"
→ అప్పుడు మీరు ఇక్కడ అలా చేయవచ్చు,→ பின்னர் அதை நீங்கள் இங்கே செய்ய முடியும்,"['→', 'பின்னர்', 'அதை', 'நீங்கள்', 'இங்கே', 'செய்ய', 'முடியும்']","['→', 'అప్పుడు', 'మీరు', 'ఇక్కడ', 'అలా', 'చేయవచ్చు']","[('→', 'NOUN'), ('பின்னர்', 'NOUN'), ('அதை', 'NOUN'), ('நீங்கள்', 'NOUN'), ('இங்கே', 'NOUN'), ('செய்ய', 'NOUN'), ('முடியும்', 'NOUN')]","[('→', 'NOUN'), ('అప్పుడు', 'NOUN'), ('మీరు', 'NOUN'), ('ఇక్కడ', 'NOUN'), ('అలా', 'NOUN'), ('చేయవచ్చు', 'NOUN')]","[('→', 'O'), ('பின்னர்', 'O'), ('அதை', 'O'), ('நீங்கள்', 'O'), ('இங்கே', 'O'), ('செய்ய', 'O'), ('முடியும்', 'O')]","[('→', 'O'), ('అప్పుడు', 'O'), ('మీరు', 'O'), ('ఇక్కడ', 'O'), ('అలా', 'O'), ('చేయవచ్చు', 'O')]"
కాబట్టి అక్కడ కాబట్టి అక్కడ,எனவே அங்கே எனவே அங்கே,"['எனவே', 'அங்கே', 'எனவே', 'அங்கே']","['కాబట్టి', 'అక్కడ', 'కాబట్టి', 'అక్కడ']","[('எனவே', 'NOUN'), ('அங்கே', 'NOUN'), ('எனவே', 'NOUN'), ('அங்கே', 'NOUN')]","[('కాబట్టి', 'NOUN'), ('అక్కడ', 'NOUN'), ('కాబట్టి', 'NOUN'), ('అక్కడ', 'NOUN')]","[('எனவே', 'O'), ('அங்கே', 'O'), ('எனவே', 'O'), ('அங்கே', 'O')]","[('కాబట్టి', 'O'), ('అక్కడ', 'O'), ('కాబట్టి', 'O'), ('అక్కడ', 'O')]"
మీరు ఏమి చేయకూడదు,நீங்கள் என்ன செய்யக்கூடாது,"['நீங்கள்', 'என்ன', 'செய்யக்கூடாது']","['మీరు', 'ఏమి', 'చేయకూడదు']","[('நீங்கள்', 'NOUN'), ('என்ன', 'NOUN'), ('செய்யக்கூடாது', 'NOUN')]","[('మీరు', 'NOUN'), ('ఏమి', 'NOUN'), ('చేయకూడదు', 'NOUN')]","[('நீங்கள்', 'O'), ('என்ன', 'O'), ('செய்யக்கூடாது', 'O')]","[('మీరు', 'O'), ('ఏమి', 'O'), ('చేయకూడదు', 'O')]"
కంటే,விட,['விட'],['కంటే'],"[('விட', 'NOUN')]","[('కంటే', 'NOUN')]","[('விட', 'O')]","[('కంటే', 'O')]"
మేము వాగ్దానం ధైర్యం,நாம் சத்தியம் தைரியம்,"['நாம்', 'சத்தியம்', 'தைரியம்']","['మేము', 'వాగ్దానం', 'ధైర్యం']","[('நாம்', 'NOUN'), ('சத்தியம்', 'NOUN'), ('தைரியம்', 'NOUN')]","[('మేము', 'NOUN'), ('వాగ్దానం', 'VERB'), ('ధైర్యం', 'VERB')]","[('நாம்', 'O'), ('சத்தியம்', 'O'), ('தைரியம்', 'O')]","[('మేము', 'O'), ('వాగ్దానం', 'O'), ('ధైర్యం', 'O')]"
టెలిఫోన్,தொலைபேசி,['தொலைபேசி'],['టెలిఫోన్'],"[('தொலைபேசி', 'NOUN')]","[('టెలిఫోన్', 'NOUN')]","[('தொலைபேசி', 'O')]","[('టెలిఫోన్', 'O')]"
మేము ఏమి త్రాగు బీరును,நாம் என்ன குடிக்கிறீர்கள் பானத்தை நிச்சயமாக,"['நாம்', 'என்ன', 'குடிக்கிறீர்கள்', 'பானத்தை', 'நிச்சயமாக']","['మేము', 'ఏమి', 'త్రాగు', 'బీరును']","[('நாம்', 'NOUN'), ('என்ன', 'NOUN'), ('குடிக்கிறீர்கள்', 'NOUN'), ('பானத்தை', 'NOUN'), ('நிச்சயமாக', 'NOUN')]","[('మేము', 'NOUN'), ('ఏమి', 'NOUN'), ('త్రాగు', 'NOUN'), ('బీరును', 'NOUN')]","[('நாம்', 'O'), ('என்ன', 'O'), ('குடிக்கிறீர்கள்', 'O'), ('பானத்தை', 'O'), ('நிச்சயமாக', 'O')]","[('మేము', 'O'), ('ఏమి', 'O'), ('త్రాగు', 'O'), ('బీరును', 'O')]"
ఇప్పుడు మాకు కాల్,இப்போது எங்களுக்கு அழைப்பு,"['இப்போது', 'எங்களுக்கு', 'அழைப்பு']","['ఇప్పుడు', 'మాకు', 'కాల్']","[('இப்போது', 'NOUN'), ('எங்களுக்கு', 'NOUN'), ('அழைப்பு', 'NOUN')]","[('ఇప్పుడు', 'NOUN'), ('మాకు', 'NOUN'), ('కాల్', 'NOUN')]","[('இப்போது', 'O'), ('எங்களுக்கு', 'O'), ('அழைப்பு', 'O')]","[('ఇప్పుడు', 'O'), ('మాకు', 'O'), ('కాల్', 'O')]"
మరియు మేము అతను మాకు వచ్చింది తెలుసు,அவன் நம்மைப் நடந்தது என்று தெரியும்,"['அவன்', 'நம்மைப்', 'நடந்தது', 'என்று', 'தெரியும்']","['మరియు', 'మేము', 'అతను', 'మాకు', 'వచ్చింది', 'తెలుసు']","[('அவன்', 'NOUN'), ('நம்மைப்', 'NOUN'), ('நடந்தது', 'NOUN'), ('என்று', 'NOUN'), ('தெரியும்', 'NOUN')]","[('మరియు', 'NOUN'), ('మేము', 'NOUN'), ('అతను', 'NOUN'), ('మాకు', 'NOUN'), ('వచ్చింది', 'NOUN'), ('తెలుసు', 'NOUN')]","[('அவன்', 'O'), ('நம்மைப்', 'O'), ('நடந்தது', 'O'), ('என்று', 'O'), ('தெரியும்', 'O')]","[('మరియు', 'O'), ('మేము', 'O'), ('అతను', 'O'), ('మాకు', 'O'), ('వచ్చింది', 'O'), ('తెలుసు', 'O')]"
సమాచారం కోసం కాల్,தகவலுக்கு   அழைக்க,"['தகவலுக்கு', 'அழைக்க']","['సమాచారం', 'కోసం', 'కాల్']","[('தகவலுக்கு', 'NOUN'), ('அழைக்க', 'NOUN')]","[('సమాచారం', 'VERB'), ('కోసం', 'VERB'), ('కాల్', 'NOUN')]","[('தகவலுக்கு', 'O'), ('அழைக்க', 'O')]","[('సమాచారం', 'O'), ('కోసం', 'O'), ('కాల్', 'O')]"
కాల్ మద్దతు,கால் ஆதரவு,"['கால்', 'ஆதரவு']","['కాల్', 'మద్దతు']","[('கால்', 'POSTP'), ('ஆதரவு', 'NOUN')]","[('కాల్', 'NOUN'), ('మద్దతు', 'NOUN')]","[('கால்', 'O'), ('ஆதரவு', 'O')]","[('కాల్', 'O'), ('మద్దతు', 'O')]"
ఆడాడు యేసు,உடன் இயேசு,"['உடன்', 'இயேசு']","['ఆడాడు', 'యేసు']","[('உடன்', 'NOUN'), ('இயேசு', 'NOUN')]","[('ఆడాడు', 'NOUN'), ('యేసు', 'NOUN')]","[('உடன்', 'O'), ('இயேசு', 'O')]","[('ఆడాడు', 'O'), ('యేసు', 'O')]"
కాబట్టి తిరిగి కూర్చుని,எனவே மீண்டும் உட்கார்ந்து,"['எனவே', 'மீண்டும்', 'உட்கார்ந்து']","['కాబట్టి', 'తిరిగి', 'కూర్చుని']","[('எனவே', 'NOUN'), ('மீண்டும்', 'NOUN'), ('உட்கார்ந்து', 'NOUN')]","[('కాబట్టి', 'NOUN'), ('తిరిగి', 'NOUN'), ('కూర్చుని', 'NOUN')]","[('எனவே', 'O'), ('மீண்டும்', 'O'), ('உட்கார்ந்து', 'O')]","[('కాబట్టి', 'O'), ('తిరిగి', 'O'), ('కూర్చుని', 'O')]"
నేను ఎవరో చూడండి  ఇప్పుడు ఏమిటి,நான் யாரோ போல் பார்க்கிறேன்  இப்போது என்ன,"['நான்', 'யாரோ', 'போல்', 'பார்க்கிறேன்', 'இப்போது', 'என்ன']","['నేను', 'ఎవరో', 'చూడండి', 'ఇప్పుడు', 'ఏమిటి']","[('நான்', 'NOUN'), ('யாரோ', 'NOUN'), ('போல்', 'POSTP'), ('பார்க்கிறேன்', 'NOUN'), ('இப்போது', 'NOUN'), ('என்ன', 'NOUN')]","[('నేను', 'NOUN'), ('ఎవరో', 'NOUN'), ('చూడండి', 'NOUN'), ('ఇప్పుడు', 'NOUN'), ('ఏమిటి', 'NOUN')]","[('நான்', 'O'), ('யாரோ', 'O'), ('போல்', 'O'), ('பார்க்கிறேன்', 'O'), ('இப்போது', 'O'), ('என்ன', 'O')]","[('నేను', 'O'), ('ఎవరో', 'O'), ('చూడండి', 'O'), ('ఇప్పుడు', 'O'), ('ఏమిటి', 'O')]"
దీని సులభం కేవలం  అడుగులు,அதன் எளிதாக வெறும்  படிகளில்,"['அதன்', 'எளிதாக', 'வெறும்', 'படிகளில்']","['దీని', 'సులభం', 'కేవలం', 'అడుగులు']","[('அதன்', 'NOUN'), ('எளிதாக', 'NOUN'), ('வெறும்', 'NOUN'), ('படிகளில்', 'POSTP')]","[('దీని', 'NOUN'), ('సులభం', 'VERB'), ('కేవలం', 'VERB'), ('అడుగులు', 'NOUN')]","[('அதன்', 'O'), ('எளிதாக', 'O'), ('வெறும்', 'O'), ('படிகளில்', 'O')]","[('దీని', 'O'), ('సులభం', 'O'), ('కేవలం', 'O'), ('అడుగులు', 'O')]"
మీ గదిలో ఉండండి  తర్వాత,உங்கள் அறையில் இருங்கள்,"['உங்கள்', 'அறையில்', 'இருங்கள்']","['మీ', 'గదిలో', 'ఉండండి', 'తర్వాత']","[('உங்கள்', 'NOUN'), ('அறையில்', 'POSTP'), ('இருங்கள்', 'NOUN')]","[('మీ', 'NOUN'), ('గదిలో', 'NOUN'), ('ఉండండి', 'NOUN'), ('తర్వాత', 'NOUN')]","[('உங்கள்', 'O'), ('அறையில்', 'O'), ('இருங்கள்', 'O')]","[('మీ', 'O'), ('గదిలో', 'O'), ('ఉండండి', 'O'), ('తర్వాత', 'O')]"
సో ఈ పరిష్కరించడానికి ఏ మార్గం,எனவே இதை சரிசெய்ய ஏதாவது வழி இருக்கிறதா,"['எனவே', 'இதை', 'சரிசெய்ய', 'ஏதாவது', 'வழி', 'இருக்கிறதா']","['సో', 'ఈ', 'పరిష్కరించడానికి', 'ఏ', 'మార్గం']","[('எனவே', 'NOUN'), ('இதை', 'NOUN'), ('சரிசெய்ய', 'NOUN'), ('ஏதாவது', 'NOUN'), ('வழி', 'NOUN'), ('இருக்கிறதா', 'NOUN')]","[('సో', 'NOUN'), ('ఈ', 'NOUN'), ('పరిష్కరించడానికి', 'POSTP'), ('ఏ', 'NOUN'), ('మార్గం', 'VERB')]","[('எனவே', 'O'), ('இதை', 'O'), ('சரிசெய்ய', 'O'), ('ஏதாவது', 'O'), ('வழி', 'O'), ('இருக்கிறதா', 'O')]","[('సో', 'O'), ('ఈ', 'O'), ('పరిష్కరించడానికి', 'O'), ('ఏ', 'O'), ('మార్గం', 'O')]"
వెంటనే మీరు ఆశిస్తున్నాము,விரைவில் நீங்கள் பார்க்க நம்புகிறேன்,"['விரைவில்', 'நீங்கள்', 'பார்க்க', 'நம்புகிறேன்']","['వెంటనే', 'మీరు', 'ఆశిస్తున్నాము']","[('விரைவில்', 'POSTP'), ('நீங்கள்', 'NOUN'), ('பார்க்க', 'NOUN'), ('நம்புகிறேன்', 'NOUN')]","[('వెంటనే', 'NOUN'), ('మీరు', 'NOUN'), ('ఆశిస్తున్నాము', 'NOUN')]","[('விரைவில்', 'O'), ('நீங்கள்', 'O'), ('பார்க்க', 'O'), ('நம்புகிறேன்', 'O')]","[('వెంటనే', 'O'), ('మీరు', 'O'), ('ఆశిస్తున్నాము', 'O')]"
